review_id,author,language,recommended,steam_purchase,votes_up,weighted_vote_score,timestamp,review
209010109,76561198999269772,english,True,True,0,0.454545468091964722,2025-11-12 12:13:59, Called this guy the N word multiples times. I'm loving it. This game is truly the pinnacle of peak friendslop
209010100,76561198200955166,english,True,True,0,0.5,2025-11-12 12:13:42,good game to play with bros. very fun and very funny. pls add achievements.
209009994,76561199091405404,english,True,True,0,0.5,2025-11-12 12:10:34,Fun with friends
209009839,76561197994770790,english,True,True,0,0.5,2025-11-12 12:06:06,Amazing ending
209008572,76561198180188473,english,True,True,0,0.5,2025-11-12 11:31:59,"If you're hesitant about buying this because it is the 5th co-op game your friends have made you buy this month, don't worry - [b] this one is actually worth it. [/b]"
209008477,76561199216671339,english,True,True,0,0.5,2025-11-12 11:29:43,Recommend
209008152,76561198034676173,english,True,True,0,0.5,2025-11-12 11:22:00,10 solid hours of entertainment with the perfect amount of jank
209007998,76561198104346276,english,True,True,0,0.5,2025-11-12 11:18:34,this game make sme understand why people play pc games. screw the bears though
209007965,76561198036245291,english,True,False,0,0.5,2025-11-12 11:17:44,This is an excellent game. A friend gifted the game to me and we played with a full party of four. A bunch of chaos and a great team game.
209007772,76561198232911188,english,True,True,0,0.5,2025-11-12 11:12:31,Awesome Game
209007506,76561198026949285,english,True,True,0,0.5,2025-11-12 11:05:53,"Great co-op! Haven't run into any major bugs yet, or when I have they've seemed fair. Getting a tree stuck through your window length-wise does in-fact seem like you deserve to lose. The fact that compulsion is expressed as rapid-shaking and catapulting into the air just seems right. Can't wait for DLC or updates to extend the already satisfying campaign."
209007021,76561199216755764,english,True,True,0,0.5,2025-11-12 10:54:42,my friend got shot at by a deer
209006791,76561199079793687,english,True,True,0,0.5,2025-11-12 10:49:58,Very fun with friends
209006780,76561198364430315,english,True,True,0,0.5,2025-11-12 10:49:45,rv
209006675,76561198005294895,english,True,True,0,0.5,2025-11-12 10:46:47,"Janky friendslop that is really fun, you get to smoke ciggies and beer."
209006665,76561199281176749,english,False,True,1,0.5,2025-11-12 10:46:39,"just doesn't feel fully fleshed out, as other reviews say, quite buggy"
209006377,76561198088290162,english,True,True,0,0.5,2025-11-12 10:39:32,We have been through worse. 10/10
209006141,76561199142947149,english,True,True,0,0.5,2025-11-12 10:33:37,Great game!
209006021,76561199623183182,english,True,True,0,0.5,2025-11-12 10:31:11,fsjhxrsj
209006016,76561199488544610,english,True,True,0,0.5,2025-11-12 10:31:03,"There isn't much to do other than drive an RV around, but that doesn't mean it is not super fun! Time flies when you play this game. So if you are hoping for a large, open world, survival and driving game you will most likely be disappointed. It is really just a fun way to spend some time with friends (and it isn't too bad to play by oneself)"
209005996,76561199258110572,english,True,True,0,0.5,2025-11-12 10:30:30,Best $8 game I've had the honor to play.
209005964,76561198038773832,english,True,True,0,0.5,2025-11-12 10:29:39,worth the 8$ price fun with a group of friends who are coordinated on discord or other chat service
209005875,76561199053028399,english,True,True,0,0.5,2025-11-12 10:27:29,"Me and my friends finished it, its an overall good game just hope they add more content to it soon so we can play more."
209005843,76561199156831672,english,False,False,1,0.5,2025-11-12 10:26:43,"Horribly buggy and crashed seven times on solid pcs built for gaming. A shame, because this game looked promising. In reality it's a buggy and unfinished mess. Please, until these bugs are fixed, save yourself the trouble and don't buy the game."
209005714,76561198015227474,english,True,True,0,0.5,2025-11-12 10:23:36,great coop game
209005676,76561199145386009,english,False,False,1,0.5,2025-11-12 10:22:48,dont waste ur 7 dollars on this bullshit game go buy a burger or sum
209005671,76561199196403921,english,True,True,0,0.5,2025-11-12 10:22:37,"PEAK GAME, RIP AUSTIN HE WAS MY GUY, SMOKED 1000S OF CIGGIES AND DRANK BEERS FOR HIM</3"
209005669,76561199560039532,english,True,True,0,0.5,2025-11-12 10:22:35,yes played it with me friend he hates the bears and thinks you should just buy a burger
209005573,76561199045526466,english,True,True,0,0.5,2025-11-12 10:20:36,i dont know but i can relate with this guy
209005566,76561198947651433,english,True,True,0,0.5,2025-11-12 10:20:28,Absolutely amazing game!!!
209005442,76561198069722414,english,True,True,0,0.5,2025-11-12 10:17:34,"What a ride! 
This game is a lot of fun, with tricky puzzles and many moments of pure laughter.
It's clunky, but it's that fun kind of clunky that makes the experience even better."
209005407,76561199098449095,english,True,True,0,0.5,2025-11-12 10:16:29,"🌄 “RV There Yet?” — A Road-Tripping Masterpiece on Wheels 🚐💨

12 hours. That’s how long it took my partner and me to complete RV There Yet, and honestly it felt like the most gloriously chaotic cross-country vacation we’ve ever taken without needing to refill on gas or argue over who forgot the snacks.

From the moment we hit “Start Engine,” the game throws you into a delirious blend of co-op mayhem, road-trip nostalgia, and utter mechanical madness. Every mile of asphalt feels alive with possibility, or disaster. One minute you’re serenely gliding through a canyon sunrise, the next you’re dodging raccoons, managing RV plumbing emergencies, and screaming at your partner to “KEEP THE TEMPERATURE AT 72 OR WE’RE ALL GONNA DIE.”

The dynamic between players is pure magic. Whether you’re tag-teaming repairs on a sputtering engine or coordinating bathroom breaks like NASA mission control, the game captures the perfect mix of teamwork and total meltdown. It’s like Overcooked met Oregon Trail and decided to get weird in the best way possible.

The soundtrack? Straight-up Americana perfection. The visuals? So vivid you can practically smell the sunscreen and hear the faint hum of a generator. And the side quests? Let’s just say if you haven’t competed in a midwestern RV park chili cook-off while evading a tornado warning, you haven’t lived.

By the time the credits rolled, we were exhausted, euphoric, and genuinely emotional like we’d just completed a shared rite of passage.

Final Verdict:
⭐️⭐️⭐️⭐️⭐️ / 5
RV There Yet isn’t just a game. It’s a lifestyle. It’s a test of love, patience, and your ability to parallel park under pressure. It’s the most fun you can have without actually blowing a tire.

Would I play it again?
Absolutely. Just let me restock the virtual burgers and brace for another round of glorious insanity."
209005234,76561198082358060,english,True,True,0,0.5,2025-11-12 10:12:18,"God gives his tastiest beers to his soberest of drivers, and his sweetest cigarettes to his fastest runners"
209004963,76561199858773150,english,True,True,0,0.5,2025-11-12 10:05:42,game is mad fun
209004651,76561198207804605,english,True,True,0,0.5,2025-11-12 09:58:31,"Camping, beer and friends thumbs all the way up"
209004420,76561198000308229,english,True,False,0,0.5,2025-11-12 09:53:19,rsgrs
209004393,76561198307146915,english,True,False,0,0.5,2025-11-12 09:52:42,fun asf
209004088,76561198240530144,english,True,True,0,0.5,2025-11-12 09:45:47,throwing your buddies to the gators is fun
209004059,76561198169004154,english,True,True,0,0.5,2025-11-12 09:45:06,perfection
209003967,76561198132622538,english,False,True,0,0.5,2025-11-12 09:43:06,"Pretty fun, but very buggy. Kinda feels like streamer slop tbh. no replay value."
209003963,76561199377876074,english,True,True,0,0.5,2025-11-12 09:42:51,Action packed and easily GOY
209003561,76561199217880854,english,True,True,0,0.5,2025-11-12 09:33:54,just bought this game drank a beer smoked a cigarette got mauled by a bear then fell of a cliff i would reccomend this game
209003483,76561199095414292,english,True,True,0,0.5,2025-11-12 09:32:19,fun to to play
209003478,76561198409531711,english,True,True,0,0.5,2025-11-12 09:32:10,Very good game little bit of glitches but fun
209003189,76561199093980699,english,True,True,1,0.523809552192687988,2025-11-12 09:26:02,"Cigars: smoked
Beer: drank
friends: made
rv: there yet

excellent game and story. Would buy again in a heartbeat"
209003178,76561199100610156,english,True,True,0,0.5,2025-11-12 09:25:48,"RV boss fight was top tier, 10/10"
209003176,76561198070619615,english,True,True,0,0.5,2025-11-12 09:25:46,4 Peter Griffins face off against 1 grizzly bear.
209002909,76561198074823725,english,True,True,0,0.5,2025-11-12 09:20:01,"Insane game, get some friends together and play this perfect friendslop. You will not regret it. May Anunnaki bless you on your travels."
209002884,76561198065583553,english,False,True,0,0.476190477609634399,2025-11-12 09:19:34,"I think the game has potential, but it's ultimately just not fun after a bit. The physics in the game are all over the place. The RV got destroyed at times because gravity would randomly remember it's a a thing and it would nosedive or it would just sit there bouncing and glitching all over the place and we'd have to restart. Driving was also a nightmare. 

You can have a game with ""looser"" physics and be fun and not expect much form the player or you can have a game that has more realistic physics and ask the player for more precise mobility. You can't have both and that's what this game does. Fundamentally, I can't recommend the game in this state as of the writing of this review.

Really, it's only fun with some friends for a time, but nothing else. Just not for me, I guess."
209002800,76561198037632310,english,True,True,0,0.5,2025-11-12 09:17:49,Just completed the game! the game builds up into a stellar progression with genuinely new challenges around every turn! It is the most fun I've had playing a cooperative story.
209002785,76561199804080634,english,True,True,0,0.5,2025-11-12 09:17:38,"Set the Forrest on fire with my cigars, great experience. Would recommend 10/10 game."
209001629,76561198136775319,english,True,True,0,0.5,2025-11-12 08:51:46,I hope they add more maps in the future- def worth the $1/hr spent. Fun game with a group. Its buggy but it feels like that's kinda the point
209001571,76561199207019012,english,True,True,0,0.5,2025-11-12 08:50:37,yes
209001538,76561198449802658,english,True,True,0,0.5,2025-11-12 08:49:51,Probably the funnest and most frustrating game at the same time overall great game to drink some beers and smoke with the homies
209000948,76561198411585163,english,True,True,0,0.5,2025-11-12 08:36:28,yep v there
209000828,76561199680035533,english,True,True,0,0.5,2025-11-12 08:33:59,"BEST GAME EVER MADE 10/10
"
209000576,76561198104722105,english,True,True,0,0.5,2025-11-12 08:28:16,I smoked more than 100 cigarettes and it calmed my anxiety 10/10
209000552,76561198042823638,english,True,True,0,0.5,2025-11-12 08:27:27,"Good time playing with friends, I've smoked more than Snoop Dog
Bring more games like this, we do not want AAA"
209000545,76561199503404412,english,True,True,0,0.5,2025-11-12 08:27:22,"great game
"
209000544,76561199381555361,english,True,True,1,0.523809552192687988,2025-11-12 08:27:20,i hate my friends
209000517,76561198095231426,english,True,False,0,0.5,2025-11-12 08:26:40,This game is hilarious and satisfying. Really fun with friends!
209000462,76561199682137926,english,True,True,0,0.5,2025-11-12 08:25:19,awesome
209000302,76561198274482613,english,False,True,0,0.476190477609634399,2025-11-12 08:22:07,Game doesn't launch and PC exceeds the requirements.
209000203,76561198774751396,english,True,True,0,0.5,2025-11-12 08:19:52,Amazing game! needs more maps tho
209000170,76561198058968209,english,False,False,0,0.5,2025-11-12 08:19:02,"there's a section with a bird that will pick you up and drop you for an instant kill. he can pick you up from inside the rv. he can pick you up while you try to gather winch poles/wooden planks etc. you cannot do anything about him except suffer or wait in the rv for him to go away, then spend about 40s outside gathering or placing tools as needed, and repeat


like yea if you just ignore the loot or drive unsafely the bird isnt a problem but that just makes the terrain the problem instead"
209000150,76561198170294725,english,True,True,1,0.523809552192687988,2025-11-12 08:18:38,friend slop but worth it
209000042,76561199008062816,english,True,True,0,0.5,2025-11-12 08:16:33,RV Go Up!
208999766,76561198097491005,english,False,False,0,0.5,2025-11-12 08:10:19,stinky
208999500,76561198033373294,english,True,True,0,0.5,2025-11-12 08:05:04,10/10 2025 GOTY. A lot of fun and laughs to be had with friends.
208999488,76561198250886058,english,True,True,0,0.5,2025-11-12 08:04:45,Best £7 ever spent. So much fun.
208998822,76561198352939445,english,True,True,0,0.5,2025-11-12 07:49:54,"Very fun, but also a bit buggy. I'd definitely recommend it to anyone playing with a squad! It's a co-op game, so there is not so much to do solo."
208998632,76561199876826157,english,True,True,0,0.5,2025-11-12 07:45:58,great game!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
208998629,76561199076664770,english,True,True,0,0.5,2025-11-12 07:45:50,rv
208998460,76561198879334720,english,True,True,0,0.5,2025-11-12 07:42:29,nemojte igrati sa debilima
208998449,76561198936766999,english,False,True,0,0.454545468091964722,2025-11-12 07:42:18,"FINISHED GAME AND NOT EVEN ONE ACHIVEMENT, SOOOOOOOOOO SAD AFTER MANY DEATHS AND MANY VEHICLE  EXPLOSIONS NO ACHIVCEMENT . SOOOOOOOOO UPSETTING



P.S GAME WAS GREAT"
208998344,76561198822938376,english,True,True,0,0.5,2025-11-12 07:39:55,Amazing game
208998333,76561198317405048,english,True,True,0,0.5,2025-11-12 07:39:45,"great game, I love it
"
208998284,76561198258961060,english,True,True,0,0.5,2025-11-12 07:38:44,Amazing game
208998199,76561198139164000,english,True,True,0,0.5,2025-11-12 07:37:01,Fun and goofy game to play with a few friends. Definitely worth the price for the fun I had.
208997761,76561198165073882,english,True,True,0,0.5,2025-11-12 07:28:16,10/10
208997688,76561197961547556,english,True,True,0,0.5,2025-11-12 07:27:05,"It's a decently fun romp through the woods. I would prefer if it sold like DST and had a second key along with your purchase because the game is practically unplayable alone.

If the devs open up custom mapmaking or add additional campaigns, this will be a gem. Right now, it's a one and done release. So while it is a good time, the lack of replay-ability hurts this game overall. The main campaign is about 10 hours for someone who has never played. Less if you get lucky and don't have a maniac at the wheel."
208997498,76561199365707334,english,True,True,0,0.5,2025-11-12 07:23:35,very fun to play with friends
208997312,76561199068713198,english,True,False,0,0.5,2025-11-12 07:19:34,"one of my friends tried to squeeze past the construction equipment and the rv fell apart like legos
funny asf
10/10"
208996914,76561198082588609,english,True,True,0,0.5,2025-11-12 07:11:47,yo mr white there's a fucking bear outside the rv
208996710,76561198042513641,english,True,True,0,0.5,2025-11-12 07:08:14,fun
208996653,76561198004069074,english,True,True,0,0.5,2025-11-12 07:07:08,"Good game, but the game is rather short. Looking forward for more maps"
208996630,76561198010875884,english,True,True,0,0.5,2025-11-12 07:06:45,A great game for you and your friends.
208996608,76561199256289841,english,True,False,0,0.5,2025-11-12 07:06:12,this game had a better ending then destiny 2
208996578,76561198004273368,english,False,True,0,0.5,2025-11-12 07:05:37,"RV is made of paper. Hit a tree, and you lose half your health. Bears show up and literally just eat your entire RV from full to dead and there's nothing you can do about it. No, the bear spray doesn't work. Game crashes a ton.

My wife and I crossed a river on a moving platform, drove up a cliff, built a bridge out of planks, avoided a mine field, built and used a jank elevator that physics bounced us to the moon the first time and took all our resources to repair and try again, went off a massive ramp and jump, landed successfully, and then crashed 10ft from a checkpoint and got sent all the way back to the river.

Just watch some youtuber play it instead of suffering through."
208995766,76561198033162394,english,True,False,0,0.5,2025-11-12 06:49:17,"This game gave me second hand smoke and got me addicted to nicotine.

10/10 - would throw my friend off a cliff again"
208995663,76561198262377743,english,True,True,0,0.5,2025-11-12 06:47:11,For Austin
208995463,76561199087811395,english,True,True,0,0.5,2025-11-12 06:43:28,Loved the game !
208994583,76561199587214437,english,True,True,0,0.5,2025-11-12 06:28:03,"This game is a janky cigarette and beer fuelled mess...and I absolutely love it!!! For six quid the game is well worth the money, its hilarious and really good fun.

I can see it being bake if you don't have anyone to play it with though!"
208994120,76561198319629329,english,True,True,1,0.528985500335693359,2025-11-12 06:20:34,"Very fun game with friends, I'd recommend 2 to 3 players for maximum fun, otherwise someone will often be left without anything to do, its also NOT POSSIBLE IN SINGLE PLAYER, there is straight up multiple parts where a second player is necessary.
I enjoyed beating this game, the ending was surely a surprise, and the only time I've manage to use 5th gear."
208993871,76561198136349644,english,False,False,3,0.518248200416564941,2025-11-12 06:15:57,WHY ARE THE STAIRS HIGHER UP THAN MY DEFAULT JUMP HEIGHT? WHO DECIDED THAT WAS A GOOD IDEA?
208993762,76561199330817133,english,True,True,0,0.5,2025-11-12 06:14:35,Beer smoke drive
208993375,76561199070682611,english,True,False,0,0.5,2025-11-12 06:09:46,very good.
208993312,76561199855970337,english,True,True,0,0.5,2025-11-12 06:08:43,"ok game, how do you make it past the broken bridge!?!?"
208993247,76561199107120166,english,True,True,0,0.5,2025-11-12 06:07:24,"wow, just wow. pls dont give up. its all worth it in the end"
208992859,76561198849411996,english,True,True,1,0.489082992076873779,2025-11-12 05:59:34,snek
208992831,76561199044907245,english,False,True,0,0.430107533931732178,2025-11-12 05:59:05,ass
208992541,76561198420988518,english,True,True,1,0.494382023811340332,2025-11-12 05:53:41,"Amazing, funny game"
208992414,76561198142605259,english,True,True,0,0.5,2025-11-12 05:51:21,"RV? RV. Beer? Beer. Smokes? Smokes. What else do you need? Companionship.... get friends, toss them into RV, make your way back home."
208992368,76561199874620005,english,True,False,0,0.5,2025-11-12 05:50:35,This game is a lot of fun with friends
208992325,76561198403847663,english,True,True,0,0.5,2025-11-12 05:49:37,"Start with a cosy, chill vibe with some tricky challenges which are really fun to figure out with your buddies then ends with a twist which will give you adrenaline rush for sure.
It has some small bugs and glitches but overall a fantastic game to play with your friends in weekend.
"
208991950,76561198824271691,english,True,True,1,0.52173912525177002,2025-11-12 05:42:40,"RV There Yet? is a blast! The puzzles are clever, the gameplay is smooth, and playing with friends makes it even better. We laughed, we strategized, and we got totally hooked. If you love solving puzzles and chaotic teamwork, this game is a must-try!"
208991773,76561198016047267,english,True,True,0,0.5,2025-11-12 05:39:32,"Nothing quite like smokin' ciggies, crackin' cans and enjoying the nature with the homies."
208991743,76561198123925585,english,False,True,0,0.5,2025-11-12 05:39:05,buggy game
208991619,76561198053370761,english,True,True,0,0.5,2025-11-12 05:37:04,I love this game and i love my boys
208991572,76561198836046294,english,True,True,0,0.5,2025-11-12 05:36:10,Damn good time
208991422,76561198073815395,english,True,True,0,0.5,2025-11-12 05:33:38,"smoke and drink beers and drive with friend, what else do you need? XD"
208991131,76561197992483571,english,True,True,0,0.5,2025-11-12 05:27:58,Much fun multiplayer with friends.
208990995,76561198036142744,english,True,True,0,0.5,2025-11-12 05:25:35,great coop
208990956,76561199544655115,english,True,False,0,0.5,2025-11-12 05:24:41,"greatest ""friendslop"" game to release, this shit is funny as hell, especially when youre using the winch and the rv decides to become vertical and completely implode on itself, or when youre trying to place down wooden planks and you watch your friend get taken by an eagle and flung into the middle of nowhere, plus its eight dollars for hours of fun"
208990814,76561198000243486,english,True,True,0,0.5,2025-11-12 05:22:18,"For the price it’s well worth it. Some bugs, but they tend to add to the hilarity of the situation. Also smoking cigarettes is cool. More games should have this."
208990771,76561199227588250,english,False,False,0,0.400223910808563232,2025-11-12 05:21:26,game bad
208990692,76561197968505203,english,True,True,0,0.5,2025-11-12 05:19:55,"Banger
"
208990683,76561198023514262,english,True,True,0,0.5,2025-11-12 05:19:50,banger
208990416,76561198082278008,english,True,True,0,0.5,2025-11-12 05:15:20,Very fun i like
208989964,76561198115547574,english,True,True,0,0.5,2025-11-12 05:07:03,Most exiting game ever! Really recommend for anyone. It heals the soul
208989959,76561198135923535,english,True,True,0,0.5,2025-11-12 05:06:59,This is one of the most entertaining games i ever played! 10/10
208989792,76561197998299079,english,True,False,0,0.5,2025-11-12 05:04:18,"Game is kind of jank, but being able to reply to a friend's panicked question with only a long drag from your cigarette is unrivaled."
208989638,76561199826060964,english,True,True,0,0.5,2025-11-12 05:01:41,Very fun to play with friends!
208989384,76561198107583159,english,False,False,0,0.476190477609634399,2025-11-12 04:57:40,I didn't even buy this game and I still want a refund...
208989266,76561198029361791,english,True,True,0,0.5,2025-11-12 04:55:35,This game is great with a friend.
208988475,76561198024878214,english,True,True,0,0.5,2025-11-12 04:42:20,"After 12 hours of playing with best friends i think it was a very fun experience and we laughed our ass off.  
We always did he hardest paths but always had the funniest encounters there . 
Please play this game with its VOIP ingame, dont use discord it will ruin the autenticity.
10/10 game"
208988367,76561198991592449,english,True,True,0,0.5,2025-11-12 04:40:28,!!!!!!
208987561,76561198131898155,english,True,True,1,0.523809552192687988,2025-11-12 04:27:22,"Played this with my best friend and one of their friends. 
I don't think I've ever laughed so hard playing this game with my friends completely blind. 
10/10 experience.

I absolutely recommend for a small group that loves to mess around and just having fun."
208987477,76561199095533075,english,True,False,1,0.523809552192687988,2025-11-12 04:26:09,WHERE IS THE FUCKING MOTOR OIL
208987412,76561198062568398,english,True,True,0,0.5,2025-11-12 04:25:04,"Best Soundtrack ever <3

Great game to play with his friends :D"
208986071,76561198796745541,english,True,True,0,0.5,2025-11-12 04:03:45,Makes you want a fag
