review_id,author,language,recommended,steam_purchase,votes_up,weighted_vote_score,timestamp,review
208413593,76561199189342295,english,True,True,1,0.460076063871383667,2025-11-05 01:34:35,"Kind of fun, a lot like Hell Divers and I guess Tarkov in a way... but only 3 man teams which is stupid as FK. Not a whole lot of substance to it other than run around for a short time, loot and repeat over and over and over and over. I hate micro transaction games, it's not necessary but it's there lingering like a wet fart also similar to Hell Divers."
208392329,76561199818535899,english,True,True,2,0.484605073928833008,2025-11-04 21:04:30,The Deluxe Edition is good i got everything other then the Pathfinder Backpack
208381850,76561198197463043,english,True,True,710,0.919736206531524658,2025-11-04 17:39:10,"Please consider to decrease the price of the skins in the shop.

The game itself already Pay to Play, and not Free to Play.
So it is logical to reduce the price of the skins."
208375102,76561198971226685,english,True,True,10,0.583841502666473389,2025-11-04 14:51:41,"I absolutely hate games involving any form of PvP, never been my genre - yet here I am, see you topside!"
208362330,76561199068486975,english,True,True,3,0.541984736919403076,2025-11-04 09:21:32,Cowboy go pew pew pew
208359564,76561198002516665,english,True,False,34,0.759152889251708984,2025-11-04 08:21:25,"I really enjoy the game so far.
A bit rough as a solo player but I still have a lot to learn and explore.
I love the style and atmosphere of the game, really immersive and want to learn more about that universe.
Plenty of well designed mechanics
I'm sure it will be a blast when playing with friends"
208349312,76561198810143953,english,False,True,5,0.392556220293045044,2025-11-04 05:05:18,This isn't even worth 10$
208340807,76561198055438076,english,False,True,8,0.304900795221328735,2025-11-04 02:56:08,"Refunding deluxe edition becomse of the horrible character creation menu and horrible cometics designs. The current skins avaialble to attain for free and in the ingame store is not worth anything they look horrible. I understand that you want to go with the western schi fi space punk theme or colorful fallout skins but they dont look good. We both want the same thing. You want to earn money selling skins in a game players have already paid for and i and many other players want cool designs.  

Some designs dont really tell you much exept ""a garbage man picked up a space helmet"" This is also a game where stealth is important so some wont picked the colorful ones that makes you glow like a radioactive pigeon that escaped chernobyl.


The visual design should be clear and simple. The players should see and understand exactly what the design is and what its meant to be.  Throw in a couple of good looking masks and helmet to cover up the ugly faces we cant change."
208331024,76561198368591277,english,True,True,1,0.476190507411956787,2025-11-04 00:36:27,Yes
208323704,76561198972233122,english,True,True,5,0.54894179105758667,2025-11-03 22:49:32,baru beli
208294030,76561198087781501,english,True,True,0,0.47826087474822998,2025-11-03 12:39:09,Love the skin! I get VOIP comments on it all the time! :)
208292266,76561198040368737,english,True,True,5,0.513731479644775391,2025-11-03 11:53:42,I'm a cowboy babyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
208274320,76561198838244028,english,False,True,26,0.539231836795806885,2025-11-03 05:59:10,"good game, but this isn't worth the extra money. if you want it get it."
208272121,76561198856906070,english,True,True,0,0.476190477609634399,2025-11-03 05:27:10,On Launch the best looking backpack they have to offer. skin is also really cool and enough creds to get whatever bundle you prefer.
208269901,76561198117517056,english,True,True,4,0.545454561710357666,2025-11-03 04:57:47,This game is very well created! So many ingredients to make you want to play more and often. It's refreshing and enjoyable and the community is actually non-toxic (At least so far...). And the enemy is actually fun to fight against and skillful enough. I highly recommend to fans of the genre or even to players who want to discover what Extraction-shooter-looter is.
208269003,76561198268191379,english,True,True,0,0.5,2025-11-03 04:46:08,Cowboy hat
208265096,76561198085775950,english,True,True,0,0.472440958023071289,2025-11-03 04:00:51,extra
208264966,76561198073950992,english,True,True,6,0.607476651668548584,2025-11-03 03:59:29,20 DOLLAS TO FIX THE SERVERS PLS AND THANK YOU
208263720,76561198384288629,english,True,True,0,0.5,2025-11-03 03:47:05,Based Embark
208259712,76561197986588897,english,True,True,26,0.745088100433349609,2025-11-03 02:59:03,"Yes, take my money, Embark. You deserve it!"
208259005,76561198163832254,english,False,False,69,0.633615434169769287,2025-11-03 02:51:01,"I dont think the deluxe edition is worth is, I lve the game. just not this edition, its lacking for the price"
208258013,76561199032103399,english,True,True,1,0.5,2025-11-03 02:40:40,Worth the money. That’s all.
208242634,76561198134319963,english,True,True,5,0.568242907524108887,2025-11-02 23:55:07,"haha, my cock has a hat."
208233869,76561198114868736,english,True,True,3,0.541666686534881592,2025-11-02 22:11:35,clint eastwood aura
208217692,76561197971539493,english,True,True,17,0.665605008602142334,2025-11-02 18:32:28,"ARC Raiders blew me away — it more than lives up to the hype and my expectations. From the moment I started playing, I just couldn’t stop. The gameplay is incredibly fun and addictive, and everything feels so well-balanced. The theme and atmosphere are absolutely stunning — it nails that sci-fi vibe perfectly.
I’m a tarkov player and still love this game.
I was worried about the solo experience, the mayority of players are help full and friendly.
Can’t say much about the team raids course is not my  up of tea, but I’ll trie latter"
208196737,76561198556846296,english,True,True,3,0.541666686534881592,2025-11-02 11:56:24,"I love my little, pre-order, spaceship :)"
208190754,76561198816112123,english,True,True,0,0.493218272924423218,2025-11-02 09:59:40,W Devs
208189154,76561198089991437,english,True,True,0,0.493218272924423218,2025-11-02 09:29:51,W
208185399,76561199524998551,english,False,True,1,0.353762060403823853,2025-11-02 08:22:34,"The game is fun, and challenging, but I purchased the Deluxe edition, and it says that its in my library downloaded already but it doesnt show up in game. For that I cannot recommend this game."
208184317,76561198234048792,english,False,True,5,0.50278550386428833,2025-11-02 08:04:08,"Scrappy Body Type and Outfit

Meanwhile in all other sources, only Outfit is introduced.. I will change my review to positive once devs figure out what exactly they wanted for the deluxe edition."
208175191,76561198120366410,english,True,False,2,0.538720548152923584,2025-11-02 05:40:34,who up arcing their little raider?
208166701,76561199701088773,english,True,True,0,0.493218272924423218,2025-11-02 03:45:24,goty
208166628,76561198118092613,english,True,True,0,0.5,2025-11-02 03:44:25,Worth
208159866,76561198139210306,english,True,True,0,0.5,2025-11-02 02:19:13,"[h1] embark studios presents... [/h1]

an absolute fucking masterpiece"
208159052,76561198050567207,english,False,True,1,0.382447123527526855,2025-11-02 02:09:02,my account got deleted and my deluxe shit isnt howing up on my new account
208158575,76561197970661147,english,True,True,14,0.684431493282318115,2025-11-02 02:02:32,"It is fun, has quick rounds, and not overly punishing if you die. Best extraction game so far.."
208156524,76561198120732572,english,False,True,0,0.5,2025-11-02 01:36:29,"[h2]ARC RAIDERS — Great Game, But The Store Needs Work[/h2]

Arc Raiders is a solid game. The movement feels smooth, the gunplay is tight, and the sound design is excellent. Fighting and extraction moments are tense and enjoyable.

But the store is frustrating.

[h3]What’s good?[/h3]

[list]
[*]Gameplay is smooth and responsive.  
[*]Gunfights feel satisfying and sound great.  
[*]The world looks good and runs well.  
[*]Extraction gameplay is intense and rewarding.  
[/list]

[h3]What’s bad?[/h3]

[list]
[*]The game costs about $40, but cosmetics are priced $15 to $20 each, which is very expensive.  
[*]There’s no real way to earn Raider Tokens by playing normally—most content requires spending money.  
[*]The 500 free tokens given once don’t buy anything meaningful, which feels like a tactic to push purchases.  
[*]Community problems like exit camping and PvP toxicity make the experience worse.  
[/list]

[h3]Why does this matter?[/h3]

Players don’t expect everything for free. They want their time and effort to matter. Right now, the system seems to value money over playtime, which hurts the experience.

[h3]How can it be fixed?[/h3]

[list]
[*]Allow players to earn Raider Tokens steadily through challenges or milestones.  
[*]Offer one or two free cosmetics each month that can be unlocked by playing.  
[*]Reward loyal players with meaningful bonuses to show appreciation.  
[*]Be transparent about prices and how money supports the game—artists, servers, updates.  
[*]Consider adding an optional PvE-only mode to reduce toxicity and let players choose how to play.  
[/list]

[h3]Final thoughts[/h3]

Arc Raiders is a great game held back by a poor store model. The gameplay deserves praise, but the monetization undermines the experience. Fixing the economy and respecting players would make this game truly special.

Right now, it’s good, but the store is holding it back."
208150978,76561199057080937,english,True,True,23,0.731620728969573975,2025-11-02 00:28:56,im not the guy who normaly buy a edition for skin but the price of the base game is very low for a quality game who give me feeling every single game like no other does for a long time so buying this upgrade for deluxe give me the best skin in the game the currency in game for buying futur super nice skin and for the most is for supporting the dev who make a incredibly nice job with this game deluxe 100% worth it
208150559,76561197963391796,english,True,True,1,0.523809552192687988,2025-11-02 00:23:54,GOTY
208124788,76561197991023939,english,True,True,12,0.56391531229019165,2025-11-01 18:46:55,Fortnite for adults
208119429,76561198138558212,english,True,True,13,0.652229428291320801,2025-11-01 17:13:27,Deluxe Edition? Worth it just to walk around looking like a futuristic Clint Eastwood.
208114647,76561198304230067,english,True,True,0,0.5,2025-11-01 15:41:14,game
208111673,76561198018520895,english,True,True,6,0.618055582046508789,2025-11-01 14:36:57,Multiplayer game of the year!
208108267,76561198100570868,english,True,True,0,0.5,2025-11-01 13:24:06,W devs
208095781,76561198061163876,english,True,True,0,0.5,2025-11-01 08:55:45,peak
208088688,76561198922189030,english,True,True,20,0.514596879482269287,2025-11-01 06:35:59,"0/10

I dropped in expecting chaos, betrayal, and the usual “shoot on sight” gameplay. Instead, some enemy shared loot with me, others didn’t kill me when they could’ve and we both extracted together and made it out alive.

This is supposed to be a PvPvE extraction adventure, not a friendship simulator. I came here to suffer, not to be cared for.

Would not recommend this game. I’m sorry."
208082015,76561198105109390,english,True,True,4,0.511828780174255371,2025-11-01 04:42:44,"First of all - I've got the game from my brother-in-law, so it's only fair from me to support the developers of this amazing game by this expansion. Coolest outfit in the game and some currency for anotha one. Great stuff."
208070827,76561198014696633,english,True,True,0,0.476190477609634399,2025-11-01 02:00:29,"Got the base game gifted from a good friend, the game is that good that I decided to show my support by upgrading to the deluxe edition."
208063881,76561199164349104,english,True,True,0,0.479452043771743774,2025-11-01 00:23:09,"I bought / pre-ordered the deluxe edition, i got all my in game content. However, i can not purchase raider tokens from store. doesnt give me any option at all just says to upgrade to deluxe which i alrready have lol. PLEASE HELP"
208062073,76561198015888624,english,False,True,15,0.390263348817825317,2025-10-31 23:59:11,"What A Poor Excuse of a Deluxe Upgrade, This Game is so damn Great but the Devs couldnt even be bothered to give us some great looking Cosmetics with this Bundle and all the ones in Game are also Uninspired so spending the Premium Currency Included is also Useless as of now. 

Another Gripe is the fact this game was Originally supposed to be a Free to Play Model but again there is no exciting looking outfits and you also cannot mix and match outfit pieces or change your Stock Face Skin Tone once you choose the Default one to at least look different from every other player even tho characters in the background all look different.

Dont get Me wrong, the Core Gameplay Loop is Great but for a game which is Inspired so heavily on Nostalgia, for a Futuristic Extraction Looter Shooter there really is no personality for our Galactic Mercs as of now.

Give us Some Exciting and Sweet Looking Cosmetics Considering we are Paying after all."
208057148,76561198025157644,english,True,True,1,0.484375,2025-10-31 22:55:57,"Really enjoying it so far.  Only got to play an hour or two.  There were a few bugs that I'm hoping the patch this morning will fix.  

But here's a plea to the developers:  Please, please, pretty please with sugar on it, create a setting where you can limit match making to either microphones / voice *required* as well as refused.  If you don't want vocal interaction, you should be able to be matched with other players with the same desire.  

But if you really want to play with others that have voice installed, will be using it, want to communicate and work together through it, then you should be able to limit your pairing to those with voice.  You should also be able to specify a preference for language.

I don't think I've seen this before in a game, and it would make a huge difference.  I was paired with three different teams last night, and none of the other players spoke or responded to vocal interaction.  Total disappointment.

It's not a simple fix, but it would be worth it."
208036459,76561198208216088,english,True,True,4,0.534371852874755859,2025-10-31 17:59:54,i'm a big fat whale
208027763,76561198971548503,english,True,True,0,0.5,2025-10-31 15:02:37,You might as well just pay for the Deluxe game instead of just buying the base game... $60 for the deluxe edition is a steal compared to what other games have there deluxe editions prices at... Great game so far...
208017357,76561198114617559,english,True,True,1,0.490952968597412109,2025-10-31 10:59:53,"bought deluxe edition
didn't receive 2400 coins

great game, excited, but I didn't get what I paid for and a deal's a deal.
I got it now so it's b"
208006873,76561199630951571,english,True,False,0,0.5,2025-10-31 07:41:13,Worth it imo
208006103,76561198150541251,english,True,True,6,0.478720605373382568,2025-10-31 07:28:24,People will complain about optional non game breaking OPTIONAL skins....
208005140,76561198092638273,english,True,True,8,0.615444958209991455,2025-10-31 07:11:50,"Peak devs, peak game."
208004417,76561198042282719,english,True,True,1,0.523809552192687988,2025-10-31 06:59:54,"SCRAPPY GETS MORE DRIP AND U GET TOKENS ON TOPSIDE??? not gonna lie, no time for tokens, i need yellow and purple items"
207999441,76561198877618521,english,True,True,1,0.50151979923248291,2025-10-31 05:42:06,Still have yet to recieve the 2400 raider tokens.
207998881,76561198205738409,english,True,True,1,0.494940608739852905,2025-10-31 05:33:12,10/10... thats it. Honestly more like a $70 game than actual $70 games. GOTY
207995704,76561198017170862,english,True,False,0,0.5,2025-10-31 04:47:16,10/10
207995064,76561198258332607,english,True,True,7,0.591094970703125,2025-10-31 04:37:51,"This is (obviously) only worth the upgrade if you want cosmetic items. I would suggest trying the base game before getting the deluxe upgrade, if you are interested.

I like the cowboy theme of the whole pack, and you get a helping of 2400 coins, enough to buy 1 more outfit pack (or a few other pieces). Overall I wish things in the store were a bit cheaper, but the cosmetic pack itself is good.

P.S. can we get rid of the stupid ""pewpewpewpew"" for the finger guns emote?"
207994707,76561198142382587,english,True,True,1,0.5,2025-10-31 04:32:55,"It's good value.

Also not pay to win. Hooray!"
207992648,76561198022357921,english,True,True,0,0.5,2025-10-31 04:05:52,Does what it says on the tin. Worth it for me.
207986107,76561199438435486,english,True,True,1,0.515151500701904297,2025-10-31 02:42:31,10/10 game
207984871,76561199059553914,english,True,True,0,0.5,2025-10-31 02:26:03,Pure Gas
207982595,76561199105232598,english,True,True,1,0.50151979923248291,2025-10-31 01:56:23,"pros:

- comes with cowboy hat for scrappy

- comes with cowboy hat for you

- comes with other stuff that isnt related to a cowboy hat

cons:

- [strike]regional pricing is bad[/strike] (irrelevant due to scrappy's cowboy hat existing)"
207980400,76561198844411789,english,False,True,5,0.328733175992965698,2025-10-31 01:26:37,"change CIS regional prices
you are losing 90% of potential CIS players just because of your price politics"
207980053,76561198199863299,english,True,True,0,0.5,2025-10-31 01:22:16,funny cowboy chicken
207973329,76561198066716545,english,True,True,0,0.5,2025-10-30 23:54:31,"Bought to support, love the finals and love this so far. Please continue not being greedy and you'll continue to take my money"
207970518,76561198414598296,english,False,True,8,0.407938271760940552,2025-10-30 23:18:53,Pretty bad value imo
207968561,76561198853859056,english,True,False,2,0.54356849193572998,2025-10-30 22:55:11,worth it just for the coins
207967118,76561198187820362,english,True,True,2,0.52173912525177002,2025-10-30 22:38:07,"The game is impressive, especially in terms of graphics everything looks great and well-polished. The sound design, though, is truly next-level. Id even say it’s some of the best Ive ever experienced in a game (is ear candy a thing? cause this would be it xD). The gameplay loop is engaging, and the maps are both detailed and enjoyable to explore. The AI can be quite challenging... personally, I love that, but I can see how it might feel a bit too tough for players with less experience.
10/10 game and the deluxe pack worth it if you like extraction looters, comes with 2400 extra currency witch allows you to buy another full skin on top of the ones you get."
207962045,76561198823557374,english,True,True,0,0.5,2025-10-30 21:34:59,.
207961776,76561199229351711,english,True,True,9,0.604594707489013672,2025-10-30 21:31:26,"You can put the chicken in a cowboy hat. That alone is worth the price.
Oh and you get currency or something and cosmetics? 
Ah who cares, chicken in a hat!"
207957510,76561198005728088,english,True,True,36,0.748668134212493896,2025-10-30 20:35:52,"Don't really care about these cosmetics, just want to support Embark. <3"
207956849,76561199088078713,english,True,True,1,0.523809552192687988,2025-10-30 20:26:14,The Big Iron Fit
207956154,76561199205214039,english,True,True,5,0.566644787788391113,2025-10-30 20:16:45,"I cant find the pathfinder backpack, but this game is amazing i always ran this outfit in play test and tech test so i'm glad i can use it"
207954264,76561198254142070,english,True,True,0,0.5,2025-10-30 19:49:42,good
207954108,76561198229338368,english,True,True,0,0.5,2025-10-30 19:47:30,"Embark ,making the greatest game of the decade ! Long live the Raiders !"
207953947,76561198097641239,english,True,True,5,0.55927807092666626,2025-10-30 19:45:12,best outfit in the game + enough currency for another outfit
207953143,76561197964725066,english,True,True,1,0.509803950786590576,2025-10-30 19:32:21,"Good game, a few hurdles on release but recovered well.  Good work embark!"
207952884,76561198002502365,english,True,False,1,0.509803950786590576,2025-10-30 19:28:11,"Thats a good one, and i must say quite cheap for what you get..

Supporting the devs with this one for sure + wanting even more <3"
207950416,76561198435078626,english,True,True,0,0.5,2025-10-30 18:49:51,worth
207949030,76561198132628817,english,True,True,2,0.545454561710357666,2025-10-30 18:27:36,pretty nice you get enough coins for another bundle
207948792,76561198145452761,english,True,True,89,0.780701398849487305,2025-10-30 18:23:25,"Lower the regional prices for CIS, the fact that we have usd currency doesn't mean we are rich"
207948232,76561198194230982,english,True,True,1,0.5,2025-10-30 18:13:40,Really good!!
207945108,76561198034122386,english,True,True,43,0.705259025096893311,2025-10-30 17:15:06,"You actually get enough coins (2400) to grab an entire cosmetic bundle (2200), which makes this a pretty solid deal on top of the other content included.

[hr][/hr]

[b]EDIT[/b]: [i] (for the people that don't get what I'm saying) [/i] 
Digital pricing is always arbitrary to some degree since there’s no physical value behind it. But that’s kind of the baseline reality for all digital content (games, skins or even DLCs).

The way I looked at it is purely from a value-per-cost perspective: the Deluxe upgrade includes 2,400 coins, which already equals about €20 worth of in-game currency (if you check the in game store for a second). On top of that, you get the skins and other content included in the bundle.

[quote=0xCTRL] [b] So, if someone already plans to buy skins or cosmetics anyway, the Deluxe upgrade basically pays for itself[/b]. That’s why I called it a ‘solid deal’. [/quote]

Not because it’s objectively cheap, but because the math checks out compared to the in-game shop pricing."
207944829,76561199161966723,english,True,True,1,0.5,2025-10-30 17:09:32,dlc baller as hell icl
207943859,76561198020931543,english,True,True,1,0.5,2025-10-30 16:49:50,Yessss
207943515,76561198069215243,english,True,True,1,0.5,2025-10-30 16:43:06,Deluxe Edition that makes the game cost Standard price AND can be upgraded to later whats not to like!
